Liste over Bildetema-termer som skal oversettes til kvensk									
Tilrettelagt av Øystein Reigem, Uni Research Computing, 2017-01-11									
									
id	lenke til Bildetema HTML5	lenke til Bildetema Flash	svensk	bokmål	engelsk	kvensk	oversetterens kommentarer		
&w1451	Bildetema HTML5	Bildetema Flash	en trut	havhest	gull	aapahevonen			
&w1496	Bildetema HTML5	Bildetema Flash	en tärna	terne	tern	tirro			
&w1723	Bildetema HTML5	Bildetema Flash	en stork	stork	stork	haikara			
&w241	Bildetema HTML5	Bildetema Flash	en dopping	lappedykker	grebe		MK: uikku		
&w266	Bildetema HTML5	Bildetema Flash	en ejder	ærfugl	eider duck	autti			
&w441	Bildetema HTML5	Bildetema Flash	en gås	gås	goose	hanhi			
&w906	Bildetema HTML5	Bildetema Flash	en mås	måke	gull	skuorikka			
									
&s25_3	Bildetema HTML5	Bildetema Flash	fåglar 2	fugler 2	birds 2	linnut 2			
									
&w1094	Bildetema HTML5	Bildetema Flash	en råka	kornkråke	rook	mustavaris	?		
&w1160	Bildetema HTML5	Bildetema Flash	en skata	skjære	magpie	harakka			
&w1277	Bildetema HTML5	Bildetema Flash	en stare	stær	starling	stääri			
&w1498	Bildetema HTML5	Bildetema Flash	en uggla	ugle	owl	pökkö			
&w1724	Bildetema HTML5	Bildetema Flash	en koltrast	svarttrost	blackbird	mustarastas	?		
&w258	Bildetema HTML5	Bildetema Flash	en duva	due	pigeon, dove	kyhkynen			
&w576	Bildetema HTML5	Bildetema Flash	en kaja	kaie	jackdaw		MK: naakka		
&w668	Bildetema HTML5	Bildetema Flash	en korp	ravn	raven	korppi			
&w691	Bildetema HTML5	Bildetema Flash	en kråka	kråke	crow	varis, vares			
									
&s25_4	Bildetema HTML5	Bildetema Flash	fåglar 3	fugler 3	birds 3	linnut 3			
									
&w124	Bildetema HTML5	Bildetema Flash	en bofink	bokfink	chaffinch		MK: peipponen		
&w1377	Bildetema HTML5	Bildetema Flash	en talgoxe	kjøttmeis	great tit	makkaratiainen			
&w1506	Bildetema HTML5	Bildetema Flash	en undulat	undulat	budgie	undulaatti	yndylaatti?		
&w1725	Bildetema HTML5	Bildetema Flash	en blåmes	blåmeis	blue tit		MK: sinitiainen		
&w239	Bildetema HTML5	Bildetema Flash	en domherre	dompap	bullfinch		MK: punatulkku, tuomiherra		
&w326	Bildetema HTML5	Bildetema Flash	en flugsnappare	fluesnapper	flycatcher		MK: (kirjo)sieppi		
&w423	Bildetema HTML5	Bildetema Flash	en gråsparv	gråspurv	(house) sparrow		MK: varpunen		
&w447	Bildetema HTML5	Bildetema Flash	en gök	gjøk	cuckoo	käki			
&w450	Bildetema HTML5	Bildetema Flash	en hackspett	hakkespett	woodpecker	tikka			
&w588	Bildetema HTML5	Bildetema Flash	en kanariefågel	kanarifugl	canary	kanariinlintu			
&w941	Bildetema HTML5	Bildetema Flash	en näktergal	nattergal	nightingale	kuukhainen	?		
&w975	Bildetema HTML5	Bildetema Flash	en papegoja	papegøye	parrot	papegöiji			
									
&s25_5	Bildetema HTML5	Bildetema Flash	fåglar 4	fugler 4	birds 4	linnut 4			
									
&w1332	Bildetema HTML5	Bildetema Flash	en svala	svale	swallow	haarapääskynen			
&w1421	Bildetema HTML5	Bildetema Flash	en tjäder	tiur	capercaillie, wood grouse	metto			
&w1631	Bildetema HTML5	Bildetema Flash	en örn	ørn	eagle	kokko			
&w1726	Bildetema HTML5	Bildetema Flash	en sparv	spurv	sparrow	ryyppönen			
&w281	Bildetema HTML5	Bildetema Flash	en falk	falk	falcon	haukka	?		
&w293	Bildetema HTML5	Bildetema Flash	en fasan	fasan	pheasant	fasaani	?		
&w430	Bildetema HTML5	Bildetema Flash	en gröngöling	grønnspett	green woodpecker		MK: vihertikka		
&w543	Bildetema HTML5	Bildetema Flash	en hök	hauk	hawk	haukka			
&w964	Bildetema HTML5	Bildetema Flash	en orre	orrfugl	black grouse		MK: teiri		
									
&c26	Bildetema HTML5	Bildetema Flash	Däggdjur och insekter	Pattedyr og insekter	Mammals and insects	Nisäliset elläimet ja syöpäläiset	Patte = Tuumi. Tumiliset...?   Nisäkkhäät elläimet...? Nisäelläimet...		
									
&s26_1	Bildetema HTML5	Bildetema Flash	djur 1	dyr 1	animals 1	elläimet 1			
									
&w1069	Bildetema HTML5	Bildetema Flash	en ren	rein	reindeer	poro			
&w1092	Bildetema HTML5	Bildetema Flash	ett rådjur	rådyr	roe deer	peto, petoelävä			
&w1103	Bildetema HTML5	Bildetema Flash	en räv	rev	fox	kettu, repo			
&w1524	Bildetema HTML5	Bildetema Flash	en varg	ulv	wolf	susi, hukka			
&w187	Bildetema HTML5	Bildetema Flash	en bäver	bever	beaver	majava			
&w269	Bildetema HTML5	Bildetema Flash	en ekorre	ekorn	squirrel	orava			
&w428	Bildetema HTML5	Bildetema Flash	en grävling	grevling	badger		MK: mäyrä		
&w478	Bildetema HTML5	Bildetema Flash	en hare	hare	hare	jänis			
&w492	Bildetema HTML5	Bildetema Flash	en hjort	hjort	deer	peura			
&w550	Bildetema HTML5	Bildetema Flash	en igelkott	pinnsvin	hedgehog	siili	?		
&w768	Bildetema HTML5	Bildetema Flash	ett lodjur	gaupe	lynx	ilves			
&w98	Bildetema HTML5	Bildetema Flash	en björn	bjørn	bear	karhu, karfuu			
									
&s26_2	Bildetema HTML5	Bildetema Flash	djur 2	dyr 2	animals 2	elläimet 2			
									
&w1047-b	Bildetema HTML5	Bildetema Flash	en päls	pels	fur	turkki			
&w1168	Bildetema HTML5	Bildetema Flash	ett skinn	skinn	skin	nahka			
&w1336	Bildetema HTML5	Bildetema Flash	en svans	hale	tail	häntä			
&w1389	Bildetema HTML5	Bildetema Flash	en tass	labb	paw	käpälä			
&w1615	Bildetema HTML5	Bildetema Flash	en älg	elg	elk	hirvi, elka			
&w1727	Bildetema HTML5	Bildetema Flash	ett rävspår	(reve)spor	(fox) tracks, (fox) prints	(ketun)jäljet, (revon)jäljet			
&w1728	Bildetema HTML5	Bildetema Flash	ett älgspår	(elg)spor	(elk) tracks, (elk) prints	(hirven)jäljet, (elkan)jäljet			
&w1729	Bildetema HTML5	Bildetema Flash	en fladdermus	flaggermus	bat		Tr, Va: nahkasiipi (tämä oon heän ehotus)		
&w1730	Bildetema HTML5	Bildetema Flash	en älgko	(elg)ku	cow elk	(hirvi)lehmä, (elka)lehmä			
&w1731	Bildetema HTML5	Bildetema Flash	en älgtjur	(elg)okse	bull elk	(hirvi)purri, (elka)purri			
&w1732	Bildetema HTML5	Bildetema Flash	en älgkalv	(elg)kalv	elk calf	(hirven)vasikka, (elkan)vasikka			
									
&s26_3	Bildetema HTML5	Bildetema Flash	djur 3	dyr 3	animals 3	elläimet 3			
									
&w1095	Bildetema HTML5	Bildetema Flash	en råtta	rotte	rat	rotta			
&w1225	Bildetema HTML5	Bildetema Flash	en snigel	snegl	snail	etana			
&w1226	Bildetema HTML5	Bildetema Flash	en snok	snok	grass snake		taraskärmet? ruuhokärmet?		
&w1227	Bildetema HTML5	Bildetema Flash	en snäcka	skjell	shell	raakku			
&w1246	Bildetema HTML5	Bildetema Flash	en sork	skogmus	field-mouse	mettähiiri			
&w1539	Bildetema HTML5	Bildetema Flash	en vessla	vesel	weasel	kärppä			
&w1733	Bildetema HTML5	Bildetema Flash	en salamander	salamander	salamander	salamanteri			
&w206	Bildetema HTML5	Bildetema Flash	en daggmask	meitemark	earthworm	mato			
&w416	Bildetema HTML5	Bildetema Flash	en groda	frosk	frog	sammakko			
&w503	Bildetema HTML5	Bildetema Flash	en huggorm	huggorm	viper	kärmet			
&w859	Bildetema HTML5	Bildetema Flash	en mink	mink	mink	minkki			
&w883	Bildetema HTML5	Bildetema Flash	en mullvad	muldvarp	mole	mylvarppi			
&w889	Bildetema HTML5	Bildetema Flash	en mus	mus	mouse	hiiri			
&w969	Bildetema HTML5	Bildetema Flash	en padda	padde	toad	rupikonna	?		
									
&s26_4	Bildetema HTML5	Bildetema Flash	husdjur 1	kjæledyr	pets	kotielläimet 1			
									
&w1205	Bildetema HTML5	Bildetema Flash	en sköldpadda	skilpadde	tortoise, turtle	kilpikonna			
&w1471	Bildetema HTML5	Bildetema Flash	en tupp	hane	cock	kukko			
&w1521	Bildetema HTML5	Bildetema Flash	en valp	valp	puppy	koiranpenikkä			
&w360	Bildetema HTML5	Bildetema Flash	ett får	sau	sheep	lammas			
&w506	Bildetema HTML5	Bildetema Flash	en hund	hund	dog	koira			
&w544	Bildetema HTML5	Bildetema Flash	en höna	høne	hen	kana			
&w589	Bildetema HTML5	Bildetema Flash	en kanin	kanin	rabbit	kaniini			
&w609	Bildetema HTML5	Bildetema Flash	en katt	katt	cat	kissa			
&w714-b	Bildetema HTML5	Bildetema Flash	en kyckling	kylling	chicken	kananpoika			
&w736	Bildetema HTML5	Bildetema Flash	ett lamm	lam	lamb	karitta			
&w831	Bildetema HTML5	Bildetema Flash	ett marsvin	marsvin	Guinea-pig	siili			
									
&s26_5	Bildetema HTML5	Bildetema Flash	husdjur 2	husdyr	domestic	kotielläimet 2			
									
&w123	Bildetema HTML5	Bildetema Flash	en bock	bukk	billygoat, he-goat	pukki			
&w1339	Bildetema HTML5	Bildetema Flash	ett svin	svin	swine	sika			
&w1420	Bildetema HTML5	Bildetema Flash	en tjur	okse	bull	purri, sonni			
&w1734	Bildetema HTML5	Bildetema Flash	en killing	kje	kid	kitsi			
&w1735	Bildetema HTML5	Bildetema Flash	en hingst	hingst	stallion	ori			
&w1736	Bildetema HTML5	Bildetema Flash	ett sto	hoppe	mare	tamma			
&w1737	Bildetema HTML5	Bildetema Flash	en hästhov	(heste)hov	(horse)hoof	(hevosen)kavio			
&w1738	Bildetema HTML5	Bildetema Flash	en kulting	grisunge	piglet	sianpoika			
&w368	Bildetema HTML5	Bildetema Flash	ett föl	føll	foal	varsa			
&w394	Bildetema HTML5	Bildetema Flash	en get	geit	goat	keituri			
&w415	Bildetema HTML5	Bildetema Flash	en gris	gris	pig	sika			
&w534-a	Bildetema HTML5	Bildetema Flash	en häst	hest	horse	hevonen			
&w584	Bildetema HTML5	Bildetema Flash	en kalv	kalv	calf	vasikka			
&w637	Bildetema HTML5	Bildetema Flash	en klöv	klov	hoof	kavio			
&w647-b	Bildetema HTML5	Bildetema Flash	en ko	ku	cow	lehmä			
									
&s26_6	Bildetema HTML5	Bildetema Flash	insekter	insekter	insects	syöpäläiset			
									
&w1156	Bildetema HTML5	Bildetema Flash	en skalbagge	bille	beetle	kiiski			
&w1260	Bildetema HTML5	Bildetema Flash	en spindel	edderkopp	spider	hämmähäkki			
&w1739	Bildetema HTML5	Bildetema Flash	ett spindelnät, en spindelväv	spindelvev	spider's web	hämmähäkin verkko	? hämmähäkin väävi?		
&w318	Bildetema HTML5	Bildetema Flash	en fjäril	sommerfugl	butterfly	päivälintu			
&w324-a	Bildetema HTML5	Bildetema Flash	en fluga	flue	fly	kärpänen			
&w367	Bildetema HTML5	Bildetema Flash	en fästing	flått	tick		? MK: kirppu		
&w395	Bildetema HTML5	Bildetema Flash	en geting	veps	wasp	vaaskinen, ampiainen			
&w426	Bildetema HTML5	Bildetema Flash	en gräshoppa	gresshoppe	grasshopper	heinäsirkka			
&w504	Bildetema HTML5	Bildetema Flash	en humla	humle	bumblebee	mettinen			
&w744	Bildetema HTML5	Bildetema Flash	en larv	larve	larva	toukka, mato	Tana: mato		
&w771	Bildetema HTML5	Bildetema Flash	en loppa	loppe	flea	sonsari, kirppu	Tana: kirppu		
&w779	Bildetema HTML5	Bildetema Flash	en lus	lus	louse	täi			
&w86	Bildetema HTML5	Bildetema Flash	ett bi	bie	bee	mettinen			
&w896	Bildetema HTML5	Bildetema Flash	en mygga	mygg	mosquito	sääski			
&w899	Bildetema HTML5	Bildetema Flash	en myra	maur	ant	muurhainen			
&w935	Bildetema HTML5	Bildetema Flash	en nyckelpiga	marihøne	ladybird	leppäkerttu			
									
&c27	Bildetema HTML5	Bildetema Flash	Bondgård och lantbruk	Bondegård og landbruk	Farm and agriculture	Puunakartano ja maanpruuki			
									
&s27_1	Bildetema HTML5	Bildetema Flash	bondgård	bondegård	farm	puunakartano	?		
									
&w1275	Bildetema HTML5	Bildetema Flash	ett stall	stall	stable	talli			
&w1282	Bildetema HTML5	Bildetema Flash	en stege	stige	ladder	trappu, tikapuut	Tana: tikapuut		
&w130	Bildetema HTML5	Bildetema Flash	en bonde	bonde	farmer	puuna			
&w1324	Bildetema HTML5	Bildetema Flash	ett stängsel	gjerde	fence	aita			
&w1608-b	Bildetema HTML5	Bildetema Flash	en åker	åker	field	pelto			
&w1740	Bildetema HTML5	Bildetema Flash	en silo	silo	silo	siilo			
&w364-b	Bildetema HTML5	Bildetema Flash	ett fält	jorde	field	maa, kenttä			
&w440	Bildetema HTML5	Bildetema Flash	en gård	gårdstun	yard	siljo, piha			
&w446	Bildetema HTML5	Bildetema Flash	gödsel(n)	gjødsel	manure, dung	sonta, höystö			
&w451-b	Bildetema HTML5	Bildetema Flash	en hage	innhegning	enclosed pasture	aita	kuvassa oon elläimet aijan sisälä		
&w527	Bildetema HTML5	Bildetema Flash	en häck	hekk	hedge	pinnahäkki			
&w534-b	Bildetema HTML5	Bildetema Flash	en häst	hest	horse	hevonen			
&w647-c	Bildetema HTML5	Bildetema Flash	en ko	ku	cow	lehmä			
&w733	Bildetema HTML5	Bildetema Flash	en lada	låve	barn	lato			
&w734	Bildetema HTML5	Bildetema Flash	en ladugård	fjøs	barn	navetta			
									
&s27_2	Bildetema HTML5	Bildetema Flash	köksträdgård	(kjøkken)hage	(kitchen) garden	(kööki)haaki			
									
&w1025-b	Bildetema HTML5	Bildetema Flash	en potatis	potet	potato	puteetti, putaatti, pottu			
&w1050	Bildetema HTML5	Bildetema Flash	en rabatt	bed	flower bed	kukkapeti			
&w111	Bildetema HTML5	Bildetema Flash	blomkål(en)	blomkål	cauliflower	kukkakooli, kukkakaali			 
&w1180-b	Bildetema HTML5	Bildetema Flash	en skottkärra	trillebår	wheelbarrow	trillepoori, kottikärry			
&w1209-b	Bildetema HTML5	Bildetema Flash	en slang	slange	hose	vesišlangi, letku	Tana: letku		
&w1231	Bildetema HTML5	Bildetema Flash	en sockerbeta	sukkerbete	sugar beet	sokkerijuuri	?		
&w1565-b	Bildetema HTML5	Bildetema Flash	vitkål(en)	hodekål	cabbage	kooli, kaali			
&w1599	Bildetema HTML5	Bildetema Flash	ett växthus	veksthus	greenhouse	kassuuhuonet, kasvuhuonet, kasvuhuone			
&w1741	Bildetema HTML5	Bildetema Flash	en blomstersäng	(blomster)bed	flower bed	kukkapeti			
&w188	Bildetema HTML5	Bildetema Flash	en böna	bønne	bean		papu? bönni?		
&w815	Bildetema HTML5	Bildetema Flash	majs(kolv)	mais	maize	maissi			
									
&s27_3	Bildetema HTML5	Bildetema Flash	redskap 1	redskaper 1	tools 1	työkalut 1			
									
&w1008	Bildetema HTML5	Bildetema Flash	en plog	plog	plough	pluuka, veltta			
&w1180-a	Bildetema HTML5	Bildetema Flash	en skottkärra	trillebår	wheelbarrow	trillepoori, kottikärry			
&w1437	Bildetema HTML5	Bildetema Flash	en traktor	traktor	tractor	traktori			
&w1520	Bildetema HTML5	Bildetema Flash	en vagn	vogn	wagon	vaunu, kärry			
&w319	Bildetema HTML5	Bildetema Flash	ett flak	lasteplan	flatbed	lastikaara, lava			
&w427	Bildetema HTML5	Bildetema Flash	en gräsklippare	gressklipper	lawn mower	heinäklipperi	? heinäklippäri? heinänleikkaaja?		
&w480	Bildetema HTML5	Bildetema Flash	en harv	harv	harrow	karhi			
&w745	Bildetema HTML5	Bildetema Flash	en lastbil	lastebil	lorry, truck	lastibiili			
									
&s27_4	Bildetema HTML5	Bildetema Flash	redskap 2	redskaper 2	tools 2	työkalut 2			
									
&w1098	Bildetema HTML5	Bildetema Flash	en räfsa	rive	rake	harava			
&w1154	Bildetema HTML5	Bildetema Flash	ett skaft	skaft	handle	varsi			
&w1195	Bildetema HTML5	Bildetema Flash	en skyffel	skyffel	shovel	kuokka			
&w1209-a	Bildetema HTML5	Bildetema Flash	en slang	slange	hose	vesišlangi, letku	Tana: letku		
&w1216	Bildetema HTML5	Bildetema Flash	en slägga	slegge	sledgehammer	leka			
&w1249	Bildetema HTML5	Bildetema Flash	en spade	spade	spade	lappii, lapio			
&w1605-b	Bildetema HTML5	Bildetema Flash	en yxa	øks	axe	kirves			
&w1742	Bildetema HTML5	Bildetema Flash	en högaffel	høygaffel	pitchfork, hayfork	heinähanko			
&w1743-a	Bildetema HTML5	Bildetema Flash	ett spett	spett	lever	kanki			
&w1744	Bildetema HTML5	Bildetema Flash	en häcksax	hekksaks	hedge shears	häkkisakset			
&w411	Bildetema HTML5	Bildetema Flash	en grep	greip	(digging) fork	taikko			
&w449	Bildetema HTML5	Bildetema Flash	en hacka	hakke	pick	kuokka			
&w490-b	Bildetema HTML5	Bildetema Flash	en hink	bøtte	bucket	pytty, ämpäri			
&w590	Bildetema HTML5	Bildetema Flash	en kanna	kanne	jug	kannu			
&w680	Bildetema HTML5	Bildetema Flash	en kratta	rake	rake	harava			
&w749	Bildetema HTML5	Bildetema Flash	en lie	ljå	scythe	vikatet, vikate			
									
&s27_5	Bildetema HTML5	Bildetema Flash	byväg	ved veien	roadside	tiensyrjä			
									
&w1093	Bildetema HTML5	Bildetema Flash	råg(en)	rug	rye	ruvis, ruis			
&w1540	Bildetema HTML5	Bildetema Flash	vete(t)	hvete	wheat	nisu			
&w1585-b	Bildetema HTML5	Bildetema Flash	en väg	vei	road, way	tie			
&w1589	Bildetema HTML5	Bildetema Flash	en vägren	veikant	verge	tiensyrjä			
&w223	Bildetema HTML5	Bildetema Flash	ett dike	grøft	ditch, trench	kravi			
&w361	Bildetema HTML5	Bildetema Flash	en fåra	fure	furrow	vako			
&w42	Bildetema HTML5	Bildetema Flash	ett ax	aks	spike		MK: tähkä		
&w445	Bildetema HTML5	Bildetema Flash	en gärdsgård	skigard	rustic fence	aita, puuaita, haka	?		
&w484	Bildetema HTML5	Bildetema Flash	havre(n)	havre	oats	kaura			
&w667	Bildetema HTML5	Bildetema Flash	korn(et)	bygg	barley	ohra			
&w888	Bildetema HTML5	Bildetema Flash	en mur	mur	wall	muuri			
									
&c28	Bildetema HTML5	Bildetema Flash	Tid – klocka och kalender	Tid - klokke og kalender	Time – clock and calendar	Aika - kello ja kalenteri			
									
&s28_1	Bildetema HTML5	Bildetema Flash	kalender	kalender	calendar	kalenteri			
									
&w1130	Bildetema HTML5	Bildetema Flash	september	september	September	septemperikuu			
&w1197	Bildetema HTML5	Bildetema Flash	en skymning	skumring	twilight	hämärä			
&w1236	Bildetema HTML5	Bildetema Flash	en sommar	sommer	summer	kesä			
&w1291	Bildetema HTML5	Bildetema Flash	en stjärna	stjerne	star	tähti			
&w1373	Bildetema HTML5	Bildetema Flash	söndag	søndag	Sunday	sunnuntai			
&w1418	Bildetema HTML5	Bildetema Flash	tisdag	tirsdag	Tuesday	tiistai			
&w1432	Bildetema HTML5	Bildetema Flash	torsdag	torsdag	Thursday	tuorestai			
&w1533	Bildetema HTML5	Bildetema Flash	en vecka	uke	week	viikko			
&w1553	Bildetema HTML5	Bildetema Flash	en vinter	vinter	winter	talvi			
&w1579	Bildetema HTML5	Bildetema Flash	en vår	vår	spring	kevät			
&w1610	Bildetema HTML5	Bildetema Flash	ett år (12 månader)	år (12 måneder)	year	vuosi			
&w1611	Bildetema HTML5	Bildetema Flash	en årstid	årstid	season	vuođenaika, vuoenaika			
&w205	Bildetema HTML5	Bildetema Flash	en dag	dag	day	päivä			
&w21	Bildetema HTML5	Bildetema Flash	april	april	April	aprillikuu			
&w216	Bildetema HTML5	Bildetema Flash	december	desember	December	desemperikuu			
&w259	Bildetema HTML5	Bildetema Flash	ett dygn (24 timmar)	døgn (24 timer)	day and night (24 hours)	janturi, vuorokausi			
&w264	Bildetema HTML5	Bildetema Flash	en eftermiddag	ettermiddag	afternoon	iltapäivä			
&w296	Bildetema HTML5	Bildetema Flash	februari	februar	February	fepruaarikuu			
&w350	Bildetema HTML5	Bildetema Flash	fredag	fredag	Friday	perjantai			
&w36	Bildetema HTML5	Bildetema Flash	augusti	august	August	aukustikuu			
&w374	Bildetema HTML5	Bildetema Flash	en förmiddag	formiddag	morning	aamupäivä			
&w419	Bildetema HTML5	Bildetema Flash	en gryning	daggry	dawn	aamunkoitto			
&w464	Bildetema HTML5	Bildetema Flash	ett halvår	halvår	half a year	puolivuosi			
&w547	Bildetema HTML5	Bildetema Flash	en höst	høst	autumn	syksy			
&w562	Bildetema HTML5	Bildetema Flash	januari	januar	January	januaarikuu			
&w569	Bildetema HTML5	Bildetema Flash	juli	juli	July	juulikuu			
&w571	Bildetema HTML5	Bildetema Flash	juni	juni	June	juunikuu			
&w707	Bildetema HTML5	Bildetema Flash	ett kvartal	kvartal	quarter	kvartaali	?		
&w713	Bildetema HTML5	Bildetema Flash	en kväll	kveld	evening	ilta 			
&w808	Bildetema HTML5	Bildetema Flash	lördag	lørdag	Saturday	lauvantai			
&w814	Bildetema HTML5	Bildetema Flash	maj	mai	May	maikuu			
&w830	Bildetema HTML5	Bildetema Flash	mars	mars	March	marsikuu			
&w851	Bildetema HTML5	Bildetema Flash	middagstid, mitt på dagen	middag	noon	päivä			
&w853	Bildetema HTML5	Bildetema Flash	midnatt	midnatt	midnight	keskiyö			
&w871	Bildetema HTML5	Bildetema Flash	en morgon	morgen	morning	aamu 			
&w903	Bildetema HTML5	Bildetema Flash	en månad	måned	month	kuukausi			
&w904	Bildetema HTML5	Bildetema Flash	måndag	mandag	Monday	maanantai			
&w905	Bildetema HTML5	Bildetema Flash	en måne	måne	moon	kuu 			
&w918	Bildetema HTML5	Bildetema Flash	en natt	natt	night	yö			
&w931	Bildetema HTML5	Bildetema Flash	november	november	November	novemperikuu			
&w949	Bildetema HTML5	Bildetema Flash	oktober	oktober	October	oktooperikuu			
&w957	Bildetema HTML5	Bildetema Flash	onsdag	onsdag	Wednesday	keskiviikko			
									
&s28_2	Bildetema HTML5	Bildetema Flash	tid	tid	time	aika			
									
&w1750	Bildetema HTML5	Bildetema Flash	Klockan är:	Klokka er:	The time is:	Kello oon:			
&w1751	Bildetema HTML5	Bildetema Flash	två	to	two o'clock	kaksi			
&w1752	Bildetema HTML5	Bildetema Flash	fjorton	fjorten	two	neljätoista			
&w1753	Bildetema HTML5	Bildetema Flash	halv nio	halv ni	half past eight	puoli yhđeksän/yheksän			
&w1754	Bildetema HTML5	Bildetema Flash	åtta och trettio / tjugo och trettio	åtte tretti / tjue tretti	eight thirty	kahđeksan kolmekymmentä / kaksikymmentä kolmekymmentä			
&w1755	Bildetema HTML5	Bildetema Flash	kvart i elva	kvart på elleve / ti førtifem	quarter to eleven	kvarttii/kvarttia vaile yksitoista			
&w1756	Bildetema HTML5	Bildetema Flash	tio och fyrtiofem / tjugotvå och fyrtiofem	ti førtifem / tjueto førtifem	ten forty-five	kymmenen neljäkymmentäviisi			
&w1757	Bildetema HTML5	Bildetema Flash	tio i ett	ti på ett	ten to one	kymmentä vaile yksi			
&w1758	Bildetema HTML5	Bildetema Flash	tolv och femtio / noll och femtio	tolv femti / null femti	twelve fifty	kaksitoista viisikymmentä / nolla viisikymmentä			
&w1759	Bildetema HTML5	Bildetema Flash	fem över fyra	fem over fire	five past four	viisi yli neljä			
&w1760	Bildetema HTML5	Bildetema Flash	fyra och nollfem / sexton och nollfem	fire null fem / seksten null fem	four oh five	neljä nolla viisi / neljätoista nolla viisi			
&w1761	Bildetema HTML5	Bildetema Flash	tjugotvå minuter i tolv	åtte minutter over halv tolv	twenty-two to twelve	kahđeksan minuttii yli puoli kaksitoista, kaheksan minuttia yli puoli kaksitoista			
&w1762	Bildetema HTML5	Bildetema Flash	elva och trettioåtta / tjugotre och trettioåtta	elleve trettiåtte / tjuetre trettiåtte	eleven thirty-eight	yksitoista kolmekymmentäkahđeksan / kaksikymmentäkolme kolmekymmentäkahđeksan			
&w1763	Bildetema HTML5	Bildetema Flash	fem över halv fyra	fem over halv fire	twenty-five to four	viisi yli puoli neljä			
&w1764	Bildetema HTML5	Bildetema Flash	tre och trettiofem / femton och trettiofem	tre trettifem / femten trettifem	three thirty-five	kolme kolmekymmentäviisi / viisitoista kolmekymmentäviisi			
&w1765	Bildetema HTML5	Bildetema Flash	fem i halv fem	fem på halv fem	twenty-five past four	viittä vaile puoli viisi			
&w1766	Bildetema HTML5	Bildetema Flash	fyra och tjugofem / sexton och tjugofem	fire tjuefem / seksten tjuefem	four twenty-five	neljä kaksikymmentäviisi / kuusitoista kaksikymmentäviisi			
&w463	Bildetema HTML5	Bildetema Flash	en halvtimme	halvtime	half-hour	puolitiima			
&w706	Bildetema HTML5	Bildetema Flash	en kvart	kvarter	quarter	kvartti			
									
&s28_3	Bildetema HTML5	Bildetema Flash	klocka	klokke	clock	kello			
									
&w1127	Bildetema HTML5	Bildetema Flash	en sekund	sekund	second	sekunti			
&w1323	Bildetema HTML5	Bildetema Flash	en stämpelur	stemplingsur	time clock	stämppelikello			
&w1416	Bildetema HTML5	Bildetema Flash	en timme	time	hour	tiima			
&w1510	Bildetema HTML5	Bildetema Flash	ett ur	klokke	watch	kello			
&w1582	Bildetema HTML5	Bildetema Flash	en väckarklocka	vekkerklokke	alarm clock	herätyskello, vekkari			
&w1745	Bildetema HTML5	Bildetema Flash	ett väggur	veggur	wall clock	seinäkello			
&w1746	Bildetema HTML5	Bildetema Flash	ett tidkort, ett stämpelkort	stemplingskort	time card, punch card	stämppelikortti			
&w1747	Bildetema HTML5	Bildetema Flash	en timvisare	timeviser	hour-hand	tiimaviisari			
&w1748	Bildetema HTML5	Bildetema Flash	en minutvisare	minuttviser	minute-hand	minuttiviisari			
&w1749	Bildetema HTML5	Bildetema Flash	en sekundvisare	sekundviser	second-hand	sekuntiviisari			
&w215	Bildetema HTML5	Bildetema Flash	ett datum	dato	date	daattumi	daatto?		
&w25	Bildetema HTML5	Bildetema Flash	ett armbandsur	armbåndsur	wrist watch	käsikello			
&w860	Bildetema HTML5	Bildetema Flash	en minut	minutt	minute	minutti			
&w9	Bildetema HTML5	Bildetema Flash	en almanacka	almanakk	almanac	almanakka			
									
&c29	Bildetema HTML5	Bildetema Flash	Mått, vikt och geometri	Måleenheter, vekt og geometri	Measurement, weight and geometry	Mitat, painot ja geometrii			
									
&s29_1	Bildetema HTML5	Bildetema Flash	area	flatemål	area	ala			
									
&w1068	Bildetema HTML5	Bildetema Flash	en rektangel	rektangel	rectangle	rektangeli			
&w139	Bildetema HTML5	Bildetema Flash	en bredd	bredde	width	levveys			
&w1767	Bildetema HTML5	Bildetema Flash	Yta: 4m*5m=20 m² (kvadratmeter)	Areal: 4m * 5m = 20m² (kvadratmeter)	Area: 4m * 5m = 20 m²	Ala: 4m * 5m = 20m² (kvadraattimeetterii/kvadraattimeetteriä)			
&w1768	Bildetema HTML5	Bildetema Flash	1 m³ (en kubikmeter)	1 m³ (en kubikkmeter)	1 m³ (cubic metre)	1 m³ (kubikkimeetteri)			
&w1769	Bildetema HTML5	Bildetema Flash	1 m² (en kvadratmeter)	1 m² (en kvadratmeter)	1 m² (square metre)	1 m² (kvadraattimeetteri)			
&w220	Bildetema HTML5	Bildetema Flash	en diagonal	diagonal	diagonal	diagonaali			
&w29101	Bildetema HTML5	Bildetema Flash	Volymmått	Måleenheter for volum	Units of measurement for volume	Voluumin mitat	Volyymin mitat? enhet?		
&w29102	Bildetema HTML5	Bildetema Flash	1 m³ (kubikmeter) = 1000 liter	1 m³ (kubikkmeter) = 1 000 liter	1 m³ (cubic metre) = 1,000 litres	1 m³ (kubikkimeetteri) = 1 000 litterii/litteriä			
